material_description|purchase_requisition_number|line_type|commodity_code|cost_center|purchase_order_number|currency|vendor_number|purchasing_organization_description|supplier_name_l1|item_number_of_purchase_requisition|requisition_date|supplier_part_number
Sales tax|PR24832|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|100004|18 Oct 2022|Not Set
Sales tax|PR24832|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100002|18 Oct 2022|Not Set
Sales tax|PR24832|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100003|18 Oct 2022|Not Set
Sales tax|PR24833|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|100002|18 Oct 2022|Not Set
Sales tax|PR24833|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100001|18 Oct 2022|Not Set
Sales tax|PR24834|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|100002|18 Oct 2022|Not Set
Sales tax|PR24834|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100001|18 Oct 2022|Not Set
Sales tax|PR24835|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|100004|18 Oct 2022|Not Set
Sales tax|PR24835|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100002|18 Oct 2022|Not Set
Sales tax|PR24835|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100003|18 Oct 2022|Not Set
Test PR Line Item 3|PR24831|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Oct 2022|Not Set
Test PR Line Item 3|PR24832|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Oct 2022|Not Set
Test PR Line Item 3|PR24833|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Oct 2022|Not Set
Test PR Line Item 3|PR24834|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Oct 2022|Not Set
Test PR Line Item 3|PR24835|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Oct 2022|Not Set
test PR|PR24831|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR|PR24832|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR|PR24835|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR|PR24846|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR|PR24846-V2|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR_line 2|PR24831|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|18 Oct 2022|Not Set
test PR_line 2|PR24832|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|18 Oct 2022|Not Set
test PR_line 2|PR24833|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR_line 2|PR24834|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|18 Oct 2022|Not Set
test PR_line 2|PR24835|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|18 Oct 2022|Not Set
test PR|PR24847|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|18 Oct 2022|Not Set
test PR|PR24849|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|18 Oct 2022|Not Set
Test Data 19th Oct|PR24855|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|19 Oct 2022|Not Set
Test PR Line Item 3|PR24858|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|19 Oct 2022|Not Set
test PR|PR24858|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|19 Oct 2022|Not Set
test PR|PR24860|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|19 Oct 2022|Not Set
Sales tax|PR24868|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|100001|20 Oct 2022|Not Set
Test PR Line Item 3|PR24869|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|3|20 Oct 2022|Not Set
Test PR Line Item 3|PR24872|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|20 Oct 2022|Not Set
test PR|PR24868|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|20 Oct 2022|Not Set
test PR|PR24869|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|20 Oct 2022|Not Set
test PR|PR24872|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|20 Oct 2022|Not Set
test PR_line 2|PR24869|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|20 Oct 2022|Not Set
Test PR Line Item 3|PR24874|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|21 Oct 2022|Not Set
Test PR Line Item 3|PR24875|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|21 Oct 2022|Not Set
Test PR Line Item 3|PR24876|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|21 Oct 2022|Not Set
Test PR Line Item 3|PR24878|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|21 Oct 2022|Not Set
test PR|PR24874|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|21 Oct 2022|Not Set
test PR|PR24875|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|21 Oct 2022|Not Set
test PR|PR24877|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|21 Oct 2022|Not Set
Printers|PR24879|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|22 Oct 2022|Not Set
Test PR Line Item 3|PR24880|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|24 Oct 2022|Not Set
Test PR Line Item 3|PR24881|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|24 Oct 2022|Not Set
Test PR Line Item 3|PR24882|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|24 Oct 2022|Not Set
Test PR Line Item 3|PR24882|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|24 Oct 2022|Not Set
Test PR Line Item 3|PR24883|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|24 Oct 2022|Not Set
Test PR Line Item 3|PR24883|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|24 Oct 2022|Not Set
Test PR Line Item 3|PR24884|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|24 Oct 2022|Not Set
Test PR Line Item 3|PR24884|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|24 Oct 2022|Not Set
Electrical Service|PR24888|Non-Catalog Item|Not Set|ZF102001||USD|1000080||Samsung|2|25 Oct 2022|Not Set
Global agreement - year 3 of the term|PR24885|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|25 Oct 2022|Not Set
Global agreement - year 3 of the term|PR24886|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|25 Oct 2022|Not Set
Test PR Line Item 3|PR24888|Non-Catalog Item|Not Set|ZF102001||USD|1000080||Samsung|1|25 Oct 2022|Not Set
Test PR Line Item 3|PR24889|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|25 Oct 2022|Not Set
Test PR Line Item 3|PR24889|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|25 Oct 2022|Not Set
Test PR Line Item 3|PR24890|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|25 Oct 2022|Not Set
Test PR Line Item 3|PR24890|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|25 Oct 2022|Not Set
Test PR Line Item 3|PR24891|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|25 Oct 2022|Not Set
Test PR Line Item 3|PR24891|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|25 Oct 2022|Not Set
Printers|PR24897|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|26 Oct 2022|Not Set
TEST INV 168|PR24893|Non-Catalog Item|Not Set|ZFCA5003|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|26 Oct 2022|Not Set
Test PR Line Item 3|PR24883-V2|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|26 Oct 2022|Not Set
Test PR Line Item 3|PR24900|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|26 Oct 2022|Not Set
Test PR Line Item 3|PR24900|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|26 Oct 2022|Not Set
Test PR Line Item 3|PR24901|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|26 Oct 2022|Not Set
Test PR Line Item 3|PR24901|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|26 Oct 2022|Not Set
TEST INV 168|PR24909|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000080|Not Set|Samsung|1|28 Oct 2022|Not Set
TEST INV 168|PR24921|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000080|Not Set|Samsung|1|01 Nov 2022|Not Set
3834818763 Line_Item_Fee|PR24925|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|2|02 Nov 2022|Not Set
T&M|PR24925|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|02 Nov 2022|Not Set
Enter a description for this item.|PR24927|Non-Catalog Item|Not Set|ZE011000|Not Set|CAD|1000080|Not Set|Samsung|1|02 Nov 2022|Not Set
PR Line Item Addition|PR24936|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|02 Nov 2022|Not Set
Test PR Line Item 3|PR24933|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|02 Nov 2022|Not Set
Test PR Line Item 3|PR24933|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|02 Nov 2022|Not Set
Test PR Line Item 3|PR24934|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|02 Nov 2022|Not Set
Test PR Line Item 3|PR24934|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|02 Nov 2022|Not Set
Test PR Line Item 3|PR24935|Non-Catalog Item|Not Set|ZF102001||USD|1000080||Samsung|1|02 Nov 2022|Not Set
Test PR Line Item 3|PR24935|Non-Catalog Item|Not Set|ZF102001||USD|1000080||Samsung|2|02 Nov 2022|Not Set
Test PR Line Item 3|PR24936|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|02 Nov 2022|Not Set
Test PR Line Item 3|PR24936|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|02 Nov 2022|Not Set
cvcv|PR24931|Non-Catalog Item|Not Set|0000001001|Not Set|USD|Not Set|Not Set|Not Set|1|02 Nov 2022|Not Set
|PR24935|Non-Catalog Item|Not Set|0000001001||USD|Not Set|||3|02 Nov 2022|Not Set
3834818765 Line_Item_Fee|PR24953|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|2|04 Nov 2022|Not Set
T&M|PR24953|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|04 Nov 2022|Not Set
Test|PR24950|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|04 Nov 2022|Not Set
Test PR Line Item 3|PR24954|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|04 Nov 2022|Not Set
Test PR Line Item 3|PR24954|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|04 Nov 2022|Not Set
Lodging Per Diem Quote|PR24956|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|07 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR24956|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|07 Nov 2022|Not Set
Bluetooth Material Battery|PR24969|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|08 Nov 2022|Not Set
Lodging Per Diem Quote|PR24968|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|08 Nov 2022|Not Set
Lodging Per Diem Quote|PR24969|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|08 Nov 2022|Not Set
Lodging Per Diem Quote|PR24970|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|08 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR24968|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|08 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR24969|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|08 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR24970|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|08 Nov 2022|Not Set
Electrical Service / Product|PR24983|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|09 Nov 2022|Not Set
Industrial Parts Furnace|PR24983|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|09 Nov 2022|Not Set
Lodging Per Diem Quote|PR24982|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|09 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR24982|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|09 Nov 2022|Not Set
Electrical Service / Product|PR24999|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|11 Nov 2022|Not Set
Industrial Parts Furnace|PR24999|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|11 Nov 2022|Not Set
Lodging Per Diem Quote|PR24999|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|11 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25000|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|11 Nov 2022|Not Set
Lodging Per Diem Quote|PR25005|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|14 Nov 2022|Not Set
Lodging Per Diem Quote|PR25006|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|14 Nov 2022|Not Set
Lodging Per Diem Quote|PR25006|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|3|14 Nov 2022|Not Set
Lodging Per Diem Quote #1|PR25007|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|14 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25004|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|14 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25005|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|14 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25006|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|14 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25007|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|14 Nov 2022|Not Set
Enter a description for this item.|PR25017|Non-Catalog Item|Not Set|ZFCA5003|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|15 Nov 2022|Not Set
Electrical Products|PR25019|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|15 Nov 2022|Not Set
Electrical Products|PR25021|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|15 Nov 2022|Not Set
Electrical Products|PR25022|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|15 Nov 2022|Not Set
Lodging Per Diem Quote|PR25019|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|15 Nov 2022|Not Set
New check|PR25020|Non-Catalog Item|Not Set|ZFCA5003|Not Set|USD|1000080|Not Set|Samsung|1|15 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25019|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|15 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25021|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|15 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25022|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|15 Nov 2022|Not Set
ND Test 01|PR25024|Non-Catalog Item|Not Set|ZF201002|Not Set|USD|Not Set|Not Set|Not Set|1|15 Nov 2022|Not Set
Electrical Products|PR25032|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|16 Nov 2022|Not Set
Lodging Per Diem Quote|PR25032|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|16 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25032|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|16 Nov 2022|Not Set
Electrical Products|PR25033|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|17 Nov 2022|Not Set
Electrical Products|PR25036|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|17 Nov 2022|Not Set
Electrical Products|PR25037|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|17 Nov 2022|Not Set
Electrical Products|PR25038|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|17 Nov 2022|Not Set
Lodging Per Diem Quote|PR25033|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|17 Nov 2022|Not Set
Lodging Per Diem Quote|PR25036|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|17 Nov 2022|Not Set
Lodging Per Diem Quote|PR25037|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|3|17 Nov 2022|Not Set
Lodging Per Diem Quote|PR25038|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|17 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25033|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|17 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25036|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|17 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25037|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|17 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25038|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|17 Nov 2022|Not Set
3846442180 Line_Item_1_Fee|PR25040|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|2|18 Nov 2022|Not Set
T&M|PR25040|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|18 Nov 2022|Not Set
Electrical Products|PR25042|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25043|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25044|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25045|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25046|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25047|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25048|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25049|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25050|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25051|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Electrical Products|PR25052|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|2|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25042|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25043|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25044|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25045|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25046|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25047|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25048|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25049|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25050|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25051|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Lodging Per Diem Quote|PR25052|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|3|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25042|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25043|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25044|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25045|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25046|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
Test of HVAC 24 Equipment|PR25047|Non-Catalog Item|Not Set|ZF102001|Not Set|USD|1000080|Not Set|Samsung|1|18 Nov 2022|Not Set
